age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,manager_comments
50,Private,107665,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,"[PERSON_bf545ffb] is a strong promotion candidate this year. Discussed with HR ([PERSON_62cc0367], [PHONE]). Budget pre-approved on account [IBAN]."
19,Private,405526,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,"[PERSON_a6f1ab4b] on extended leave since 2025-05-06. [PERSON_8976811a] discussed with [PERSON_b4bb006e], [PHONE]."
39,Federal-gov,206190,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,"Annual review for [PERSON_73a9ff8c]: solid contributor, no concern. Manager: [PERSON_4a9327a6], contact [EMAIL]."
39,Private,110713,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,Onboarding complete for [PERSON_01d3bff6]. Buddy assigned: [PERSON_f58dcac3] ([EMAIL]). No issues.
28,Private,34335,HS-grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,14084,0,40,United-States,>50K,PIP opened 2025-02-16. Coaching assigned to Christian Porter ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_ba1497b1].
52,Self-emp-not-inc,194791,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,[PERSON_bd7e8f68] requested a transfer. Approved by [PERSON_6451116f]. Reach them at [PHONE] for handover. Ticket HR-31430.
18,Private,436163,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,[PERSON_53cca1e2] flagged a conflict with [PERSON_8a22ed84]. Mediation scheduled. HR follow-up: [EMAIL].
32,Private,226696,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K,Strong year for [PERSON_63917ef1]. Bonus wired to account [IBAN]. Validated by [PERSON_6cc438ce] on 2025-12-13.
57,Private,250201,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,52,United-States,<=50K,PIP opened 2025-11-30. Coaching assigned to [PERSON_c5803b59] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_7a940012].
58,Private,289364,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,United-States,>50K,"[PERSON_c1fe2de2] on extended leave since 2025-06-18. Backfill discussed with [PERSON_7ac835cf], [PHONE]."
42,Private,219591,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,>50K,Prime versée à Camille Guichard sur le compte [IBAN]. [PERSON_89708ecc] : [PERSON_644a7e2f].
22,,120572,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K,Performance below target for [PERSON_9da1ba00]. Action plan owned by [PERSON_2113fafd]. Ticket HR-30120.
42,Private,266084,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,45,United-States,>50K,"[PERSON_e7dcd072] is a strong promotion candidate this year. Discussed with HR ([PERSON_b0501335], [PHONE]). Budget pre-approved on account [IBAN]."
43,Private,209894,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,Performance below target for [PERSON_cf937479]. Action plan owned by [PERSON_d0ac7e8d]. Ticket HR-76523.
17,Private,329783,10th,6,Never-married,Sales,Other-relative,White,Female,0,0,10,United-States,<=50K,"[PERSON_6445f69e] on extended leave since 2025-03-05. Backfill discussed with [PERSON_b6082682], [PHONE]."
52,Private,210736,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,United-States,>50K,Strong year for [PERSON_c147a99b]. Bonus wired to account [IBAN]. Validated by [PERSON_ead6bec2] on 2025-04-18.
58,Self-emp-not-inc,321171,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,"[PERSON_d7878da6] on extended leave since 2025-03-17. Backfill discussed with [PERSON_8c58f117], [PHONE]."
39,Local-gov,180686,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K,PIP opened 2025-07-20. Coaching assigned to [PERSON_f0779333] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_7ffb9f96].
22,Private,356567,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,<=50K,Strong year for [PERSON_1adb7d23]. Bonus wired to account [IBAN]. Validated by [PERSON_40e0635a] on 2025-04-14.
34,Self-emp-not-inc,29254,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,Performance below target for [PERSON_add209b5]. Action plan owned by [PERSON_94533e5c]. Ticket HR-35058.
26,Self-emp-not-inc,93806,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,"[PERSON_47bca72e] on extended leave since 2025-08-20. Backfill discussed with [PERSON_5e675380], [PHONE]."
35,,273558,Some-college,10,Never-married,,Not-in-family,Black,Male,0,0,30,United-States,<=50K,Strong year for [PERSON_972ee655]. Bonus wired to account [IBAN]. Validated by [PERSON_6f65c4c0] on 2025-06-29.
45,Private,178416,Assoc-voc,11,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K,"Annual review for [PERSON_005c8e5e]: solid contributor, no concern. Manager: [PERSON_45d040b4], contact [EMAIL]."
26,Private,41521,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,Onboarding complete for [PERSON_18142554]. Buddy assigned: [PERSON_ebd7fb29] ([EMAIL]). No issues.
58,Local-gov,368797,Masters,14,Widowed,Prof-specialty,Unmarried,White,Male,0,0,35,United-States,>50K,"[PERSON_072b6d92] is a strong promotion candidate this year. Discussed with HR ([PERSON_abab88c3], [PHONE]). Budget pre-approved on account [IBAN]."
30,Local-gov,131776,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,PIP opened 2025-04-22. Coaching assigned to [PERSON_b821bf16] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_2782dfed].
49,State-gov,391585,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,Strong year for Christopher Mills MD. Bonus wired to account [IBAN]. Validated by [PERSON_ebf4368f] on 2025-12-18.
51,Private,103824,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,Haiti,<=50K,"[PERSON_c49ac6a2] on extended leave since 2025-10-30. Backfill discussed with [PERSON_4a3efe01], [PHONE]."
48,Private,131826,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,"[PERSON_ee24ee0b] on extended leave since 2025-03-29. Backfill discussed with [PERSON_4123b1b4], [PHONE]."
20,Private,190772,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,Performance below target for [PERSON_5bcdd571]. Action plan owned by Alec Day. [PERSON_6bf77897].
32,Private,208180,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,24,United-States,>50K,Alerte comportementale signalée par [PERSON_a1f8596c]. Suivi RH : [EMAIL].
55,Self-emp-not-inc,477867,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,"[PERSON_716231ba] on extended leave since 2025-07-14. Backfill discussed with [PERSON_3fcd6934], [PHONE]."
35,Private,187693,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,Behavioral concern raised by colleague [PERSON_961c91cb]. Manager [PERSON_22c08928] ([EMAIL]) to follow up by 2025-01-09. Reference ticket HR-83885.
49,Self-emp-inc,44671,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,"Annual review for [PERSON_f2de7f26]: solid contributor, no concern. Manager: [PERSON_00ed6821], contact [EMAIL]."
27,Private,215504,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,55,United-States,>50K,Performance below target for [PERSON_e89dce93]. Action plan owned by Dr. [PERSON_ed5ebd34]. Ticket HR-34877.
24,,33339,Some-college,10,Never-married,,Own-child,White,Male,0,0,20,United-States,<=50K,Strong year for [PERSON_293694ee]. Bonus wired to account [IBAN]. Validated by [PERSON_b1e58d28] on 2025-12-05.
41,Private,287306,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K,PIP opened 2025-03-14. Coaching assigned to [PERSON_32bbee4e] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_0f982b85].
45,Private,187370,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,7430,0,70,United-States,>50K,"Annual review for [PERSON_d62c708e]: solid contributor, no concern. Manager: [PERSON_f5ee78af], contact [EMAIL]."
36,Private,230329,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,[PERSON_51e7148e] [PERSON_dbf70570]. Validée par [PERSON_25734f0a] le 2025-10-08. Ticket HR-57785.
51,Private,332243,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,"[PERSON_b5f35fdb] is a strong promotion candidate this year. Discussed with HR ([PERSON_14d0cea7], [PHONE]). Budget pre-approved on account [IBAN]."
17,Private,365613,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,10,Canada,<=50K,[PERSON_1dcd5541] requested a transfer. Approved by [PERSON_7c15c1a5]. Reach them at [PHONE] for handover. Ticket HR-52574.
44,Local-gov,196456,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K,Behavioral concern raised by colleague [PERSON_d4b34657]. Manager [PERSON_ad5990d2] ([EMAIL]) to follow up by 2025-10-04. Reference ticket HR-58374.
33,Private,129707,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,>50K,"Annual review for [PERSON_b669bbe5]: solid contributor, no concern. Manager: [PERSON_49e00c0a], contact [EMAIL]."
38,Self-emp-not-inc,77820,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,RAS pour [PERSON_1b2ca64e] cette année. Manager : [PERSON_769ae721].
30,Local-gov,44566,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,<=50K,Strong year for [PERSON_048774ae]. Bonus wired to account [IBAN]. Validated by [PERSON_30c1d250] on 2025-06-04.
33,Private,112941,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,[PERSON_b8344f2a] flagged a conflict with [PERSON_99800219]. Mediation scheduled. HR follow-up: [EMAIL].
18,Private,302859,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,"Annual review for [PERSON_67216402]: solid contributor, no concern. Manager: [PERSON_10795c5e], contact [EMAIL]."
61,Self-emp-not-inc,392694,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,Onboarding complete for [PERSON_585bb2ee]. Buddy assigned: [PERSON_992d4e66] ([EMAIL]). No issues.
22,Private,309178,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,Strong year for [PERSON_59385bfb]. Bonus wired to account [IBAN]. Validated by [PERSON_9c62cb1c] on 2025-10-12.
23,Federal-gov,350680,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Poland,<=50K,[PERSON_b1ac4ba6] requested a transfer. Approved by [PERSON_819f4752]. Reach them at [PHONE] for handover. [PERSON_4adc34d8]
50,Federal-gov,20179,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,"[PERSON_ef298dca] is a strong promotion candidate this year. Discussed with HR ([PERSON_abc73d13], [PHONE]). Budget pre-approved on account [IBAN]."
32,Private,331539,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,China,>50K,Onboarding complete for [PERSON_4c42e125]. Buddy assigned: Mrs. [PERSON_d0fbff62] ([EMAIL]). No issues.
20,Private,183594,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,"Annual review for [PERSON_88b2e8d2]: solid contributor, no concern. Manager: [PERSON_6b50cb38], contact [EMAIL]."
65,Private,469602,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K,"Annual review for [PERSON_8ac8172b]: solid contributor, no concern. Manager: [PERSON_2b6220c8], contact [EMAIL]."
38,Federal-gov,172571,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K,"[PERSON_c7314c53] : [PERSON_be85f97b]. Référent : [PERSON_8682750c], joignable au [PHONE]."
44,Private,198282,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,[PERSON_7c5d99ba] requested a transfer. Approved by [PERSON_5c4e5550]. Reach them at [PHONE] for handover. Ticket HR-59606.
53,Private,152657,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,"[PERSON_032b9e97] on extended leave since 2025-09-16. Backfill discussed with [PERSON_7471e2ca], [PHONE]."
27,Private,189462,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,<=50K,Behavioral concern raised by colleague [PERSON_9e745b4d]. Manager [PERSON_97d6bed7] ([EMAIL]) to follow up by 2025-11-03. Reference ticket HR-74954.
51,Self-emp-not-inc,276456,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,30,United-States,>50K,Plan d'accompagnement ouvert pour [PERSON_6188f07e]. Coaching confié à Simone du Lefèvre ([EMAIL]).
64,Self-emp-not-inc,170421,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,8,United-States,<=50K,[PERSON_b05b7f58] flagged a conflict with [PERSON_dbbe3a3d]. Mediation scheduled. HR follow-up: [EMAIL].
27,Private,242207,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,PIP opened 2025-07-15. Coaching assigned to Mrs. [PERSON_99325fc8] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_f53df2ec].
43,Federal-gov,192712,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,Performance below target for [PERSON_975c82d9]. Action plan owned by [PERSON_9a723022]. Ticket HR-93477.
48,Self-emp-not-inc,107231,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K,Behavioral concern raised by colleague [PERSON_38d3a593]. Manager [PERSON_0ca73986] ([EMAIL]) to follow up by 2025-09-21. Reference ticket HR-29351.
41,Private,213019,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,38,United-States,>50K,Strong year for [PERSON_29cae89c]. Bonus wired to account [IBAN]. Validated by [PERSON_327186a5] on 2025-09-30.
46,Self-emp-inc,219962,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,,>50K,Performance below target for [PERSON_1b5ac5d0]. Action plan owned by [PERSON_b0dcf33d]. Ticket HR-74295.
39,Private,205359,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K,Strong year for [PERSON_a63cab8f]. Bonus wired to account [IBAN]. Validated by [PERSON_0d499ae4] on 2025-10-28.
32,Private,302845,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,48,United-States,<=50K,PIP opened 2025-06-29. Coaching assigned to [PERSON_843a03d2] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_826434ed].
46,Federal-gov,219293,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,80,United-States,>50K,PIP opened 2025-08-16. Coaching assigned to [PERSON_b77b1291] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_cf072586].
31,Private,339482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K,"[PERSON_23f60af9] on extended leave since 2025-03-11. Backfill discussed with [PERSON_98abc38e], [PHONE]."
31,Federal-gov,207301,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,"[PERSON_4a1a66aa] on extended leave since 2025-06-10. Backfill discussed with Dr. [PERSON_43614b7f], [PHONE]."
32,Private,43403,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,1590,54,United-States,<=50K,[PERSON_72df6e6b] flagged a conflict with [PERSON_40ea2202]. Mediation scheduled. HR follow-up: [EMAIL].
43,Private,334991,Some-college,10,Separated,Transport-moving,Unmarried,White,Male,4934,0,51,United-States,>50K,Performance below target for [PERSON_d980408b]. Action plan owned by [PERSON_f287260d]. Ticket HR-83209.
30,Private,78980,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,[PERSON_6bfae78a] flagged a conflict with [PERSON_9ff34d59]. Mediation scheduled. HR follow-up: [EMAIL].
20,,210781,Some-college,10,Never-married,,Own-child,White,Female,0,0,10,United-States,<=50K,[PERSON_eb13e3e0] requested a transfer. Approved by [PERSON_b2a908a6]. Reach them at [PHONE] for handover. Ticket HR-14595.
32,Private,193042,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,>50K,[PERSON_7599fe08] requested a transfer. Approved by [PERSON_330ce42a]. Reach them at [PHONE] for handover. Ticket HR-05752.
43,Private,233130,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K,Performance below target for [PERSON_aa8a59f3]. Action plan owned by [PERSON_ab31e03e]. Ticket HR-06016.
23,Private,297152,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,25,United-States,<=50K,Behavioral concern raised by colleague [PERSON_c704ed8b]. Manager [PERSON_d1757ccc] ([EMAIL]) to follow up by 2025-11-06. Reference ticket HR-70515.
